Run,Time_step,latent_infections,agents_ever_latent,total_latent_cases,agents_ever_active,total_active_cases,total_subclinical_cases,Infectious,Recovered,Dead,Dead_natural,Births,Live_pop,Peak,Peak_time,Peak_total,Initial,HIV,Home,School,Block,Work,Taxi,Tests,Positive,P_Detected,Quarantines,R0,total_x_ray,agents_ever_x_ray,x_ray_refs,Tracing,mass_x_ray,tut,tat,incidence_100k,total_time_infectious,total_time_active,mean_time_infectious,mean_time_active
832,103,1253,1104,1104,60,60,85,47,483,3,396,433,20034,24,86,44,434,2614,108,91,58,437,128,5249,39,45.8824,102,1.00216,2713,2190,1,1,1,1,1,30,2586,921,30.4235,15.6102
832,155,1948,1707,1707,112,112,146,52,525,12,597,651,20042,32,151,109,434,2614,197,150,125,720,332,7722,76,52.0548,201,1.00531,4658,3310,5,1,1,1,1,55,5250,2101,35.9589,19.2752
832,207,2933,2582,2582,185,185,232,79,565,23,796,866,20047,40,205,184,435,2614,312,216,214,1152,618,10223,131,56.4655,326,1.0089,6692,4354,7,1,1,1,1,90,8837,3698,38.0905,20.2077
832,259,3988,3493,3493,271,271,332,85,639,36,995,1087,20056,46,253,267,435,2614,429,288,304,1595,959,12804,206,62.0482,546,1.01282,8733,5414,11,1,1,1,1,135,13063,5586,39.3464,20.8433
832,311,5142,4498,4498,389,389,446,110,715,54,1191,1305,20060,67,306,377,436,2614,589,402,413,2096,1226,15348,275,61.6592,705,1.01801,10754,6432,17,1,1,1,1,190,18399,8006,41.2534,20.9581
832,363,6198,5403,5403,503,503,576,110,799,91,1391,1528,20046,71,313,396,435,2614,758,487,525,2570,1452,18003,368,63.8889,982,1.01874,12574,7283,21,1,1,1,1,250,24242,10925,42.0868,22.0707
832,415,7272,6307,6307,632,632,706,114,906,109,1597,1746,20040,71,313,396,435,2614,928,613,632,3064,1628,20617,468,66.289,1227,1.01855,14300,8081,23,1,1,1,1,315,30401,13780,43.0609,21.9078
832,467,8036,6944,6944,758,758,817,107,1005,135,1790,1965,20040,71,313,396,435,2614,1075,694,737,3342,1774,23194,551,67.4419,1451,1.01836,16025,8934,29,1,1,1,1,375,36254,16704,44.3745,22.1833
832,519,8639,7436,7436,869,869,919,95,1091,161,1992,2184,20031,71,313,396,435,2614,1183,747,833,3583,1879,25690,632,68.7704,1658,1.01818,17428,9473,35,1,1,1,1,430,41722,19573,45.3993,22.7065
833,51,541,483,483,12,12,27,20,379,0,198,222,20024,7,38,7,384,2647,22,34,15,74,12,2410,11,40.7407,23,1.00035,1021,1021,0,1,1,1,1,5,651,93,24.1111,8.45455
833,103,944,841,841,43,43,59,26,401,4,396,441,20041,14,64,22,385,2647,77,106,60,255,62,5169,34,57.6271,87,1.00108,2681,2184,3,1,1,1,1,20,2083,660,35.3051,16.9231
833,155,1341,1188,1188,73,73,91,33,424,10,596,663,20057,15,107,47,389,2647,117,150,104,428,155,7607,59,64.8352,155,1.00228,4468,3153,3,1,1,1,1,35,3571,1300,39.2418,18.5714
833,207,1918,1669,1669,114,114,141,46,450,18,796,877,20063,25,190,101,389,2647,178,205,155,659,337,10029,90,63.8298,231,1.00486,6469,4246,5,1,1,1,1,55,5763,2242,40.8723,20.3818
833,259,2656,2324,2324,182,182,209,51,496,26,995,1101,20080,33,253,174,389,2647,267,258,219,1002,535,12524,137,65.5502,365,1.00831,8481,5240,6,1,1,1,1,90,8518,3450,40.756,19.2737
833,311,3431,2982,2982,256,256,302,70,554,39,1196,1325,20090,35,307,250,389,2647,394,312,278,1353,721,15048,195,64.5695,544,1.01186,10469,6268,9,1,1,1,1,125,11980,4958,39.6689,19.9116
833,363,4382,3809,3809,349,349,392,88,614,51,1392,1543,20100,49,347,320,389,2647,549,351,378,1748,979,17517,254,64.7959,677,1.01508,12338,7166,13,1,1,1,1,170,16446,7000,41.9541,20.3488
833,415,5357,4658,4658,452,452,501,89,690,73,1595,1764,20096,51,364,351,389,2647,686,445,481,2136,1246,20072,328,65.4691,901,1.01639,14132,8024,16,1,1,1,1,225,21317,9320,42.5489,20.991
833,467,6149,5327,5327,534,534,584,80,772,94,1789,1986,20103,51,364,351,389,2647,784,502,562,2489,1439,22555,391,66.9521,1077,1.01622,15866,8851,19,1,1,1,1,265,25593,11317,43.8236,21.3932
833,519,6917,5982,5982,631,631,678,71,837,120,1992,2206,20094,54,488,578,389,2647,902,564,644,2843,1600,25028,465,68.5841,1287,1.02672,17383,9459,21,1,1,1,1,315,30160,13713,44.4838,21.8708
834,51,669,589,589,16,16,38,28,428,0,194,219,20025,8,46,12,390,2603,19,31,17,174,40,2396,10,26.3158,27,1.00059,1037,1037,0,1,1,1,1,5,656,169,17.2632,11.2667
834,103,1148,1006,1006,52,52,80,43,451,3,399,441,20039,23,76,39,388,2603,91,103,75,326,166,5160,31,38.75,86,1.00191,2557,2056,0,1,1,1,1,25,2482,1028,31.025,20.56
834,155,1696,1485,1485,102,102,129,48,488,8,596,663,20059,24,152,100,391,2603,159,138,111,543,361,7633,67,51.938,178,1.00486,4396,3088,0,1,1,1,1,50,4638,1891,35.9535,19.101
834,207,2536,2219,2219,158,158,194,54,533,21,796,882,20065,34,166,120,390,2603,253,187,174,961,578,10119,111,57.2165,311,1.00578,6406,4146,4,1,1,1,1,75,7260,3303,37.4227,21.3097
834,259,3516,3081,3081,243,243,284,76,578,35,993,1104,20076,43,259,243,391,2603,385,240,269,1387,860,12684,167,58.8028,463,1.01165,8456,5196,10,1,1,1,1,120,11024,4935,38.8169,20.5625
834,311,4434,3872,3872,321,321,369,76,650,52,1196,1320,20072,46,260,246,391,2603,520,277,375,1757,1125,15190,226,61.2466,637,1.01167,10430,6196,14,1,1,1,1,160,15163,6981,41.0921,22.0918
834,363,5657,4927,4927,434,434,486,94,724,70,1392,1542,20080,50,346,397,391,2603,681,320,476,2427,1381,17769,314,64.6091,857,1.01878,12383,7156,16,1,1,1,1,215,20145,9149,41.4506,21.2274
834,415,6661,5797,5797,549,549,625,123,811,95,1592,1762,20075,66,389,501,391,2603,829,356,592,2876,1634,20321,399,63.84,1056,1.02356,14155,7963,20,1,1,1,1,270,26230,12188,41.968,22.4044
834,467,7552,6551,6551,675,675,731,97,903,131,1790,1983,20062,66,389,501,391,2603,982,399,708,3298,1797,22889,482,65.9371,1304,1.02332,15898,8818,25,1,1,1,1,335,32168,15237,44.0055,22.6741
834,519,8182,7088,7088,788,788,839,94,989,157,1989,2200,20054,66,389,501,391,2603,1092,458,784,3563,1916,25380,563,67.1037,1496,1.02309,17305,9364,29,1,1,1,1,390,37338,17874,44.503,22.8276
835,51,612,549,549,10,10,25,21,422,1,195,228,20032,8,47,8,383,2622,27,32,13,135,22,2366,6,24,14,1.0004,1053,1053,0,1,1,1,1,5,630,75,25.2,9.375
835,103,1031,930,930,43,43,61,30,441,3,396,447,20048,17,96,38,379,2622,86,59,55,354,100,5187,33,54.0984,72,1.00186,2595,2102,2,1,1,1,1,20,2087,662,34.2131,16.1463
835,155,1564,1396,1396,80,80,103,42,467,11,598,667,20058,24,154,79,381,2622,161,116,95,575,239,7589,54,52.4272,124,1.00384,4425,3178,2,1,1,1,1,40,3983,1598,38.6699,20.2278
835,207,2273,2010,2010,130,130,155,46,498,20,795,887,20072,27,198,121,381,2622,252,168,155,883,443,10079,94,60.6452,238,1.00583,6309,4175,3,1,1,1,1,65,6379,2757,41.1548,21.2077
835,259,3048,2695,2695,190,190,237,72,538,33,998,1109,20078,34,218,146,381,2622,342,234,229,1202,672,12561,136,57.384,363,1.00696,8288,5213,6,1,1,1,1,95,9326,4144,39.3502,21.8105
835,311,4176,3663,3663,286,286,338,99,597,49,1196,1323,20078,52,310,283,381,2622,492,279,322,1798,912,15091,196,57.9882,522,1.01345,10186,6183,9,1,1,1,1,140,13938,6057,41.2367,21.4787
835,363,5378,4710,4710,399,399,475,118,681,68,1398,1543,20077,61,320,311,381,2622,630,335,445,2382,1229,17732,286,60.2105,799,1.01465,12076,7144,18,1,1,1,1,195,19588,8735,41.2379,22.0025
835,415,6437,5630,5630,535,535,606,124,775,90,1597,1764,20077,66,410,521,381,2622,797,388,572,2842,1490,20346,383,63.2013,1036,1.02453,13854,7993,22,1,1,1,1,265,26015,11708,42.929,22.1323
835,467,7161,6238,6238,649,649,715,105,882,117,1791,1990,20082,66,410,521,381,2622,932,464,640,3133,1641,22964,466,65.1748,1282,1.02427,15579,8797,25,1,1,1,1,320,31596,14700,44.1902,22.7907
835,519,7816,6783,6783,746,746,807,85,970,141,1992,2214,20081,66,410,521,381,2622,1035,521,730,3432,1747,25435,547,67.7819,1508,1.02402,17005,9345,25,1,1,1,1,370,36202,16984,44.86,22.8587
836,51,733,665,665,12,12,24,16,495,0,197,217,20020,9,50,12,416,2577,17,3,6,246,46,2372,9,37.5,36,1.00059,1025,1025,0,1,1,1,1,5,521,94,21.7083,7.83333
836,103,1194,1069,1069,49,49,68,32,522,2,398,436,20036,16,101,48,417,2577,73,17,46,478,165,5261,40,58.8235,120,1.00235,2631,2112,1,1,1,1,1,20,1952,631,28.7059,13.7174
